gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,pred_prob,tenure_bucket,RiskTier,RetentionAction,OfferGiven,Retained_After_Offer,Updated_Churn_Label,Scaled_Action
Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,0,0.07000207528471947,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,0,0.32197627425193787,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,0,0.011012250557541847,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,1,0.3785159468650818,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,1,0.5173794686794281,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,0,0.28192391991615295,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,0,0.22172066569328308,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,1,0.6449313998222351,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,1,0.5302196085453034,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,0,0.011012250557541847,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,1,0.6398904681205749,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,1,0.4751960277557373,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0.7342962861061096,0-6,High,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.,No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,1,0.4638351500034332,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,0,0.018155108019709588,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,0,0.02066260725259781,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,0.07232223600149154,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,0,0.1867521435022354,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,0,0.09689558818936347,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1,0.44983069896697997,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,0,0.011012250557541847,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,0,0.13624634891748427,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,1,0.48199976086616514,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,0,0.1403288409113884,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,0.6219473838806152,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,1,0.5176050186157226,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,0,0.024822937324643135,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,1,0.8998445749282837,7-12,High,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.,Yes,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,0,0.346372127532959,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,0,0.09795977100729943,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,0,0.030625438317656517,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,1,0.5530947685241699,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,0,0.12957532852888107,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,0,0.4127021491527557,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,0,0.011012250557541847,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,0.5922334313392639,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1397.475,0,0.011012250557541847,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,1,0.6865640640258789,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,1,0.62394779920578,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,1,0.6875232458114624,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,0,0.16539743095636367,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,1,0.5593794703483581,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,0,0.44468576908111573,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,0,0.1840305358171463,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0,0.08341989070177078,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,0,0.03918769620358944,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,0,0.021977580152451992,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,0,0.061568553745746615,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0,0.8915112376213074,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",Yes,Yes,0,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit)."
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,0,0.28734596371650695,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,1,0.4790120184421539,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,0,0.2040122076869011,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,0,0.30506456792354586,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,0,0.22856995612382888,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
